"ITEMID", "TITLE", "TYPE", "confname", "DATE", "ISSN", "ISBN", "DOI", "URL", "PUB", "ISSUE", "VOLUME", "SERIES", "PAGES", "PUBLISHER", "PLACE", "PROCEEDINGS", "BOOK", "UNIVERSITY", "ARCHIVE_NAME", "ARCHIVE_LOCATION", "ABSTRACT", "AUTHOR_1_FIRST", "AUTHOR_1_LAST", "AUTHOR_1_SHORT", "AUTHOR_1_TYPE", "AUTHOR_2_FIRST", "AUTHOR_2_LAST", "AUTHOR_2_SHORT", "AUTHOR_2_TYPE", "AUTHOR_3_FIRST", "AUTHOR_3_LAST", "AUTHOR_3_SHORT", "AUTHOR_3_TYPE", "AUTHOR_4_FIRST", "AUTHOR_4_LAST", "AUTHOR_4_SHORT", "AUTHOR_4_TYPE", "AUTHOR_5_FIRST", "AUTHOR_5_LAST", "AUTHOR_5_SHORT", "AUTHOR_5_TYPE", "TAG_1", "TAG_2", "TAG_3", "TAG_4", "DATE_ADDED", "DATE_MODIFIED", "ZOTERO_KEY", "EXTRA"
"365", "Refining non-taxonomic relation labels with external structured data to support ontology learning.", "journalArticle", "", "2010-00-00 2010", "", "", "", "", "Data Knowl. Eng.", "", "", "", "", "", "", "", "", "", "", "", "This paper presents a method to integrate external knowledge sources such as DBpedia and OpenCyc into an ontologylearning system that automatically suggests labels for unknown relations in domain ontologies based on large corpora of unstructured text. The method extracts and aggregates verb vectors from semantic relations identified in the corpus. It composes a knowledge base which consists of (i) verb centroids for known relations between domain concepts, (ii) mappings between concept pairs and the types of known relations, and (iii) ontological knowledge retrieved from external sources. Applying semantic inference and validation to this knowledge base improves the quality of suggested relationlabels. A formal evaluation compares the accuracy and average ranking precision of this hybrid method with the performance of methods that solely rely on corpus data and those that are only based on reasoning and externaldata sources.", "Albert", "Weichselbraun", "", "author", "Gerhard", "Wohlgenannt", "", "author", "Arno", "Scharl", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:36:42", "EMZJQAWI", ""
"366", "Dynamic linking and personalization on web.", "conferencePaper", "SAC", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "Proceedings of the 2010 ACM Symposium on Applied Computing", "", "", "", "", "Web browsing is a complex activity and users need to be supported with additional guidance. In our research, we developed a novel Semantic Web browser, which is called SemWeB, in order to assist Web browsing using linked data and Adaptive Hypermedia (AH). SemWeB is an extension to the Mozilla Firefox Web browser. SemWeB adds a semantic layer to Web documents: it annotates Web pages using a linked data domain (i.e. DBpedia) and creates context-based hyperlinks on Web pages to guide users to relevant pages. In addition, the information presented to the user is personalized based on a novel behavior based user model. We evaluated our approach on DBpedia, DBLP and ECS (University of Southampton) linked data domains. Our study showed that SemWeB provides a new way of supporting dynamic linking and personalization on Web documents using different linked data domains.", "Melike", "Sah", "", "author", "Wendy", "Hall", "", "author", "David De", "Roure", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:21:33", "VTR7JBZD", ""
"367", "Integrating Structural Data into Methods for Labeling Relations in Domain Ontologies.", "conferencePaper", "DEXA", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "20th International Conference on Database and Expert Systems Application", "", "", "", "", "", "Gerhard", "Wohlgenannt", "", "author", "Albert", "Weichselbraun", "", "author", "Arno", "Scharl", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:07:04", "ZTHN3TQA", ""
"368", "Vispedia: Interactive Visual Exploration of Wikipedia Data via Search-Based Integration.", "journalArticle", "", "2008-00-00 2008", "", "", "", "", "IEEE Trans. Vis. Comput. Graph.", "", "", "", "", "", "", "", "", "", "", "", "", "Bryan", "Chan", "", "author", "Leslie", "Wu", "", "author", "Justin", "Talbot", "", "author", "Mike", "Cammarano", "", "author", "Pat", "Hanrahan", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-05-31 16:11:08", "WSKAEIMK", ""
"369", "Efficient Indices Using Graph Partitioning in RDF Triple Stores.", "conferencePaper", "ICDE", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "ICDE", "", "", "", "", "With the advance of the semantic Web, varying RDF data were increasingly generated, published, queried, and reused via the Web. For example, the DBpedia, a community effort to extract structured data from Wikipedia articles, broke 100 million RDF triples in its latest release. Initiated by Tim Berners-Lee,likewise, the Linking Open Data (LOD) project has published and interlinked many open licence datasets which consisted of over 2 billion RDF triples so far. In this context, fast query response over such large scaled data would be one of the challenges to existing RDF data stores. In this paper, we propose a novel triple indexing scheme to help RDF query engine fast locate the instances within a small scope. By considering the RDF data as a graph, we would partition the graph into multiple subgraph pieces and store them individually, over which a signature tree would be built up to index the URIs. When a query arrives, the signature tree index is used to fast locate the partitions that might include the matches of the query by its constant URIs. Our experiments indicate that the indexing scheme dramatically reduces the query processing time in most cases because many partitions would be early filtered out and the expensive exact matching is only performed over a quite small scope against the original dataset.", "Ying", "Yan", "", "author", "Chen", "Wang", "", "author", "Aoying", "Zhou", "", "author", "Weining", "Qian", "", "author", "Li", "Ma", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:24:25", "6TJ79IWZ", ""
"370", "Language-model-based ranking for queries on RDF-graphs.", "conferencePaper", "CIKM", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "CIKM", "", "", "", "", "", "Shady", "Elbassuoni", "", "author", "Maya", "Ramanath", "", "author", "Ralf", "Schenkel", "", "author", "Marcin", "Sydow", "", "author", "Gerhard", "Weikum", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:09:30", "4C9N6GG6", ""
"371", "RelFinder: Revealing Relationships in RDF Knowledge Bases.", "conferencePaper", "SAMT", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "SAMT", "", "", "", "", "", "Philipp", "Heim", "", "author", "Sebastian", "Hellmann", "", "author", "Jens", "Lehmann", "", "author", "Steffen", "Lohmann", "", "author", "Timo", "Stegemann", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-21 18:20:20", "THXQVQ4I", ""
"372", "Gathering and ranking photos of named entities with high precision, high recall, and diversity.", "conferencePaper", "WSDM", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "WSDM", "", "", "", "", "", "Bilyana", "Taneva", "", "author", "Mouna", "Kacimi", "", "author", "Gerhard", "Weikum", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:35:11", "9RHPRBT5", ""
"373", "Exploiting external knowledge to improve video retrieval.", "conferencePaper", "MIR", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "Proceedings of the international conference on Multimedia information retrieval", "", "", "", "", "Most video retrieval systems are multimodal, commonly relying on textual information, low- and high-level semantic features extracted from query visual examples. In this work, we study the impact of exploiting different knowledge sources in order to automatically retrieve query visual examples relevant to a video retrieval task. Our hypothesis is that the exploitation of external knowledge sources can help on the identification of query semantics as well as on improving the understanding of video contents.\n\nWe propose a set of techniques to automatically obtain additional query visual examples from different external knowledge sources, such as DBPedia, Flickr and Google Images, which have different coverage and structure characteristics. The proposed strategies attempt to exploit the semantics underlying the above knowledge sources to reduce the ambiguity of the query, and to focus the scope of the image searches in the repositories.\n\nWe assess and compare the quality of the images obtained from the different external knowledge sources when used as input of a number of video retrieval tasks. We also study how much they complement manually provided sets of examples, such as those given by TRECVid tasks.\n\nBased on our experimental results, we report which external knowledge source is more likely to be suitable for the evaluated retrieval tasks. Results also demonstrate that the use of external knowledge can be a good complement to manually provided examples and, when lacking of visual examples provided by a user, our proposed approaches can retrieve visual examples to improve the user's query.", "David", "Vallet", "", "author", "Iván", "Cantador", "", "author", "Joemon M.", "Jose", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:28:38", "8ZFBV97S", ""
"374", "Learning to Tag and Tagging to Learn: A Case Study on Wikipedia.", "journalArticle", "", "2008-00-00 2008", "", "", "", "", "IEEE Intelligent Systems", "", "", "", "", "", "", "", "", "", "", "", "", "Peter", "Mika", "", "author", "Massimiliano", "Ciaramita", "", "author", "Hugo", "Zaragoza", "", "author", "Jordi", "Atserias", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-05-31 16:11:08", "AWFI2MCK", ""
"375", "CE2: towards a large scale hybrid search engine with integrated ranking support.", "conferencePaper", "CIKM", "2008-00-00 2008", "", "", "", "", "", "", "", "", "", "", "", "Proceedings of the 17th Conference on Information and Knowledge Management (CIKM'08)", "", "", "", "", "", "Haofen", "Wang", "", "author", "Thanh", "Tran", "", "author", "Chang", "Liu", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 21:15:52", "SP2WP5R4", ""
"376", "RDF Data-Centric Storage", "conferencePaper", "ICWS", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "ICWS", "", "", "", "", "", "Justin J.", "Levandoski", "", "author", "Mohamed F.", "Mokbel", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:30:17", "N9NE98S2", ""
"377", "Integrating Open Sources and Relational Data with SPARQL.", "conferencePaper", "ESWC", "2008-00-00 2008", "", "", "", "", "", "", "", "", "", "", "", "ESWC", "", "", "", "", "", "Orri", "Erling", "", "author", "Ivan", "Mikhailov", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:06:05", "3WJDU87K", ""
"379", "Harvesting, searching, and ranking knowledge on the web: invited talk.", "conferencePaper", "WSDM", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "WSDM", "", "", "", "", "", "Gerhard", "Weikum", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:41:05", "XRKXNDTB", ""
"380", "Revyu.com: A Reviewing and Rating Site for the Web of Data.", "conferencePaper", "ISWC/ASWC", "2007-00-00 2007", "", "", "", "", "", "", "", "", "", "", "", "ISWC/ASWC", "", "", "", "", "", "Tom", "Heath", "", "author", "Enrico", "Motta", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-21 18:21:02", "VT3CFDSA", ""
"381", "Utilizing Federated Knowledge in Semantic Web Applications.", "conferencePaper", "ICSC", "2008-00-00 2008", "", "", "", "", "", "", "", "", "", "", "", "ICSC", "", "", "", "", "", "Jans", "Aasman", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-02 00:08:18", "I28EG4I2", ""
"382", "A Scalable Approach for Statistical Learning in Semantic Graphs", "journalArticle", "", "2012-00-00 2012", "", "", "", "", "SWJ", "", "", "", "", "", "", "", "", "", "", "", "Increasingly, data is published in form of semantic graphs. The most notable example is the Linked Open Data (LOD) initiative where an increasing number of data sources are published in the Semantic Web’s Ressource Description Framework and where the various data sources are linked to reference one another. In this paper we apply machine learning to semantic graph data and argue that scalability and robustness can be achieved via an urn-based statistical sampling scheme. We apply the urn model to the SUNS framework which is based on multivariate prediction. We argue that multivariate prediction approaches are most suitable for dealing with the resulting high-dimensional sparse data matrix. Within the statistical framework, the approach scales up to large domains and is able to deal with highly sparse relationship data. We summarize experimental results using a friend-of-a-friend data set and a data set derived from DBpedia. In more detail, we describe novel experiments on disease gene prioritization using LOD data sources. The experiments confirm the ease-of-use, the scalability and the good performance of the approach.", "", "Yi Huang", "", "author", "", "Volker Tresp", "", "author", "", "Maximilian Nickel", "", "author", "", "Achim Rettinger", "", "author", "", "Hans-Peter Kriegel", "", "author", "", "", "", "", "2012-05-31 17:03:55", "2012-05-31 17:06:25", "5B6UCB8U", ""
"383", "Amsterdam Museum Linked Open Data", "journalArticle", "", "2012-00-00 2012", "", "", "", "", "SWJ", "", "", "", "", "", "", "", "", "", "", "", "In this document we describe the Amsterdam Museum Linked Open Data set. The dataset is a five-star Linked Data representation and comprises the entire collection of the Amsterdam Museum consisting of more than 70.000 object descriptions. Furthermore, the institution’s thesaurus and person authority files used in the object metadata are included in the Linked Data set. The data is mapped to the Europeana Data Model, utilizing Dublin Core, SKOS, RDA-group2 elements and the OAI-ORE model to represent the museum data. Vocabulary concepts are mapped to Geonames and DBpedia. The two main contributions of this dataset are the inclusion of internal vocabularies and the fact that the complexity of the original dataset is retained.", "", "Victor de Boer", "", "author", "", "Jan Wielemaker", "", "author", "", "Judith van Gent", "", "author", "", "Marijke Oosterbroek", "", "author", "", "Michiel Hildebrand", "", "author", "", "", "", "", "2012-05-31 17:07:40", "2012-05-31 17:09:48", "W64DIIQF", ""
"384", "IDSWrapper: a Linked Data interface to the Institute for Development Studies’ data", "journalArticle", "", "2012-00-00 2012", "", "", "", "", "SWJ", "", "", "", "", "", "", "", "", "", "", "", "This short paper provides a description of the IDS Wrapper used to expose the data from the Institute for Development Studies’ Knowledge Services as Linked Open Data. The IDS Wrapper provides Linked Data access to 35,000 research documents on development research as well as its medata. The IDS Wrapper links this metadata to a number of external sources: DBpedia, GeoNames, Lexvo and the IATI Linked Data set. We expect that the IDS data will play a central role in the larger web of Linked Data for global development.", "", "Christophe Guéret", "", "author", "", "Victor de Boer", "", "author", "", "Duncan Edwards", "", "author", "", "Timothy G. Davies", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 17:09:58", "2012-05-31 17:11:01", "MTBDCIX4", ""
"385", "Europeana Linked Open Data – data.europeana.eu", "journalArticle", "", "2012-00-00 2012", "", "", "", "", "SWJ", "", "", "", "", "", "", "", "", "", "", "", "Europeana is a single access point to millions of books, paintings, films, museum objects and archival records that have been digitized throughout Europe. The data.europeana.eu Linked Open Data pilot dataset contains open metadata on approximately 2.4 million texts, images, videos and sounds gathered by Europeana. All metadata are released under Creative Commons CC0 and therefore dedicated to the public domain. The metadata follow the Europeana Data Model and clients can access data either by dereferencing URIs, downloading data dumps, or executing SPARQL queries against the dataset. They can also follow the links to external linked data sources, such as the Swedish cultural heritage aggregator (SOCH), GeoNames, the GEMET thesaurus, or DBPedia. The latest dataset release has been published in February 2012.", "", "Antoine Isaac", "", "author", "", "Bernhard Haslhofer", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 17:11:39", "2012-05-31 17:12:24", "JQQN4CDZ", ""
